ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2013,"2013",0,"Total",38980,4078.0000000000005,"Census Tract 105.20, Thurston County, WA","14000US53067010520"
2013,"2013",0,"Total",52283,18672,"Census Tract 127.10, Thurston County, WA","14000US53067012710"
2013,"2013",0,"Total",92951,9420,"Census Tract 118.10, Thurston County, WA","14000US53067011810"
2013,"2013",0,"Total",45871,2016.0000000000002,"Census Tract 122.12, Thurston County, WA","14000US53067012212"
2013,"2013",0,"Total",32422,10762,"Census Tract 105.10, Thurston County, WA","14000US53067010510"
2013,"2013",0,"Total",54461,15744.999999999998,"Census Tract 118.21, Thurston County, WA","14000US53067011821"
2013,"2013",0,"Total",56716,8128,"Census Tract 127.20, Thurston County, WA","14000US53067012720"
2013,"2013",0,"Total",78519,19471,"Census Tract 122.11, Thurston County, WA","14000US53067012211"
2013,"2013",0,"Total",72976,12264,"Census Tract 104, Thurston County, WA","14000US53067010400"
2013,"2013",0,"Total",64952,21810,"Census Tract 118.22, Thurston County, WA","14000US53067011822"
2013,"2013",0,"Total",51563,7822.000000000001,"Census Tract 103, Thurston County, WA","14000US53067010300"
2013,"2013",0,"Total",53792,3734.0000000000005,"Census Tract 127.30, Thurston County, WA","14000US53067012730"
2013,"2013",0,"Total",86607,9449,"Census Tract 119, Thurston County, WA","14000US53067011900"
2013,"2013",0,"Total",78185,18050,"Census Tract 121, Thurston County, WA","14000US53067012100"
2013,"2013",0,"Total",72689,6837.999999999999,"Census Tract 102, Thurston County, WA","14000US53067010200"
2013,"2013",0,"Total",33333,7094.999999999999,"Census Tract 101, Thurston County, WA","14000US53067010100"
