ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2016,"2016",0,"Total",89432,9336,"Census Tract 523.02, Snohomish County, WA","14000US53061052302"
2016,"2016",0,"Total",96311,11984,"Census Tract 519.16, Snohomish County, WA","14000US53061051916"
2016,"2016",0,"Total",77292,9853,"Census Tract 416.06, Snohomish County, WA","14000US53061041606"
2016,"2016",0,"Total",77377,10969,"Census Tract 535.06, Snohomish County, WA","14000US53061053506"
2016,"2016",0,"Total",103380,14194.000000000002,"Census Tract 523.01, Snohomish County, WA","14000US53061052301"
2016,"2016",0,"Total",95529,9679,"Census Tract 519.17, Snohomish County, WA","14000US53061051917"
2016,"2016",0,"Total",85673,9720,"Census Tract 416.05, Snohomish County, WA","14000US53061041605"
2016,"2016",0,"Total",82723,9462,"Census Tract 416.01, Snohomish County, WA","14000US53061041601"
2016,"2016",0,"Total",97871,9360,"Census Tract 519.18, Snohomish County, WA","14000US53061051918"
2016,"2016",0,"Total",90760,8096,"Census Tract 535.07, Snohomish County, WA","14000US53061053507"
2016,"2016",0,"Total",44188,6982.000000000001,"Census Tract 522.09, Snohomish County, WA","14000US53061052209"
2016,"2016",0,"Total",61344,7388.999999999999,"Census Tract 519.21, Snohomish County, WA","14000US53061051921"
2016,"2016",0,"Total",70714,12882,"Census Tract 415, Snohomish County, WA","14000US53061041500"
2016,"2016",0,"Total",66835,12294,"Census Tract 535.08, Snohomish County, WA","14000US53061053508"
2016,"2016",0,"Total",46633,6580,"Census Tract 522.08, Snohomish County, WA","14000US53061052208"
2016,"2016",0,"Total",95000,7755.000000000001,"Census Tract 519.22, Snohomish County, WA","14000US53061051922"
2016,"2016",0,"Total",58512,9956,"Census Tract 414, Snohomish County, WA","14000US53061041400"
2016,"2016",0,"Total",108456,26273,"Census Tract 413.04, Snohomish County, WA","14000US53061041304"
2016,"2016",0,"Total",90428,14606,"Census Tract 522.07, Snohomish County, WA","14000US53061052207"
2016,"2016",0,"Total",87096,10634,"Census Tract 519.23, Snohomish County, WA","14000US53061051923"
2016,"2016",0,"Total",61974,8933,"Census Tract 535.09, Snohomish County, WA","14000US53061053509"
2016,"2016",0,"Total",75221,8395,"Census Tract 413.03, Snohomish County, WA","14000US53061041303"
2016,"2016",0,"Total",81250,4644,"Census Tract 519.24, Snohomish County, WA","14000US53061051924"
2016,"2016",0,"Total",73197,9439,"Census Tract 536.02, Snohomish County, WA","14000US53061053602"
2016,"2016",0,"Total",95930,15258,"Census Tract 522.06, Snohomish County, WA","14000US53061052206"
2016,"2016",0,"Total",119044,13799,"Census Tract 519.25, Snohomish County, WA","14000US53061051925"
2016,"2016",0,"Total",101037,14250,"Census Tract 413.01, Snohomish County, WA","14000US53061041301"
2016,"2016",0,"Total",40256,14930,"Census Tract 412.02, Snohomish County, WA","14000US53061041202"
2016,"2016",0,"Total",99643,6534,"Census Tract 522.04, Snohomish County, WA","14000US53061052204"
2016,"2016",0,"Total",120575,12139,"Census Tract 519.26, Snohomish County, WA","14000US53061051926"
2016,"2016",0,"Total",83426,12563,"Census Tract 536.03, Snohomish County, WA","14000US53061053603"
2016,"2016",0,"Total",70234,9509,"Census Tract 412.01, Snohomish County, WA","14000US53061041201"
2016,"2016",0,"Total",91863,10140,"Census Tract 519.27, Snohomish County, WA","14000US53061051927"
2016,"2016",0,"Total",65000,19151,"Census Tract 536.04, Snohomish County, WA","14000US53061053604"
2016,"2016",0,"Total",100824,3709,"Census Tract 522.03, Snohomish County, WA","14000US53061052203"
2016,"2016",0,"Total",62237,14702.000000000002,"Census Tract 519.28, Snohomish County, WA","14000US53061051928"
2016,"2016",0,"Total",53141,6407,"Census Tract 411, Snohomish County, WA","14000US53061041100"
